MEDIO,VITA_QUOTIDIANA,Sistemazione,Stiro alcuni vestiti rimasti nella cesta
MEDIO,VITA_QUOTIDIANA,Routine mattutina,Faccio colazione leggendo le notizie
MEDIO,VITA_QUOTIDIANA,Riordino serale,Sistemo la cucina dopo una lunga giornata
MEDIO,VITA_QUOTIDIANA,Piccolo dovere,Porto fuori la spazzatura prima di uscire
MEDIO,VITA_QUOTIDIANA,Ordine quotidiano,Rifaccio il letto aprendo bene le finestre
MEDIO,VITA_QUOTIDIANA,Break,Mangio un pasto veloce durante la pausa
MEDIO,VITA_QUOTIDIANA,Pulizia,Lavo il pavimento dopo aver raccolto la polvere
MEDIO,VITA_QUOTIDIANA,Ufficio,Accendo il computer per iniziare a lavorare
MEDIO,VITA_QUOTIDIANA,Energia,Prendo un caffe' per svegliarmi meglio
MEDIO,VITA_QUOTIDIANA,Organizzazione,Sistemo i documenti sparsi sulla scrivania
MEDIO,VITA_QUOTIDIANA,Comunicazione,Rispondo ai messaggi in attesa
MEDIO,VITA_QUOTIDIANA,Movimento leggero,Faccio una passeggiata per rilassarmi
MEDIO,VITA_QUOTIDIANA,Lavanderia,Stendo il bucato appena lavato
MEDIO,VITA_QUOTIDIANA,Relax serale,Preparo una tisana prima di dormire
MEDIO,VITA_QUOTIDIANA,Tecnologia,Metto in carica il telefono scarico
MEDIO,VITA_QUOTIDIANA,Precauzione,Chiudo tutte le finestre prima di uscire
MEDIO,VITA_QUOTIDIANA,Gesto pratico,Lego i capelli per iniziare a lavorare
MEDIO,VITA_QUOTIDIANA,Nitidezza,Pulisco gli occhiali per vedere meglio
MEDIO,VITA_QUOTIDIANA,Pianificazione,Prendo appunti sugli impegni della settimana
